id,hostname,platform,os,version,edr_version,last_callback_at,last_survey_at,defender_status,defender_policy_status,firewall_status,ipv4_address,external_ip,domain_name,serial_number,organization_id,account_id,arch,created_at,defender_substatus,mac_addresses,service_pack_major,service_pack_minor,os_build_version,os_major,os_minor,os_patch,tags,updated_at,version_number,win_build_number
11408021,Laptop_WKRSPM01,windows,Windows 11 Home,0.14.162,0.7.54,2026-04-28T22:55:40Z,2026-04-28T22:45:11Z,Unmanaged,Non Compliant,Enabled,10.13.20.77,50.219.126.210,,YX04F4TE,429268,31342,amd64,2025-02-12T09:18:34Z,Other AV,"[""00:ff:ba:5f:80:87"", ""00:ff:d0:cc:4c:9c"", ""70:a8:d3:4b:b7:7f"", ""70:a8:d3:4b:b7:80"", ""72:a8:d3:4b:b7:7f""]",0,0,26200,10,0,0,[],2026-04-28T22:45:17Z,917666,
11407984,WKRSPMD04,windows,Windows 11 Home,0.14.162,0.7.54,2026-04-29T16:13:36Z,2026-04-29T15:53:17Z,Unmanaged,Non Compliant,Disabled,192.168.1.251,70.241.138.74,,9TNPTD3,429268,31342,amd64,2025-02-12T09:04:06Z,Other AV,"[""00:05:1b:c9:b6:9e"", ""30:d0:42:e7:33:3e"", ""e2:9e:1f:28:7d:2e"", ""ec:63:d7:06:f8:48"", ""ec:63:d7:06:f8:4b"", ""ee:63:d7:06:f8:47""]",0,0,26200,10,0,0,[],2026-04-29T16:03:29Z,917666,
